time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque
3.602328321486628071e-02,1.781706740844187301e-03,8.584367026139150259e-02,4.175343994617832233e-01,-1.037260715467681251e+02,-3.051857886727933102e-03,-1.080732015697146164e-01,6.257446706482639343e+00,4.884437831023611807e+02,1.038476067190334112e-01
3.702392997083479159e-02,1.861163248844765854e-03,8.620961960462877882e-02,3.139662284494796896e-01,-1.032763904000772470e+02,-3.125396523637560299e-03,-1.015675249884835096e-01,6.745141890302384979e+00,4.863161527307657934e+02,1.067322624612287857e-01
3.802457672680329553e-02,1.941079095350233636e-03,8.647215892502232992e-02,2.108480294178343151e-01,-1.028267092533863689e+02,-3.192867186069005096e-03,-9.457490299535013800e-02,7.230708067692891206e+00,4.841885223591704062e+02,1.096169182034241324e-01
3.902522348277180642e-02,2.021362672003204890e-03,8.663173848557494117e-02,1.081798023668445463e-01,-1.023770281066954908e+02,-3.253838768753835979e-03,-8.709746597369136256e-02,7.714145238654162462e+00,4.820608919875749621e+02,1.125015739456195069e-01
4.002587023874031036e-02,2.101922370446289955e-03,8.668880854928932844e-02,5.961547296511049421e-03,-1.019273469600046127e+02,-3.307880166423622301e-03,-7.913734430688412758e-02,8.195453403186194308e+00,4.799332616159795748e+02,1.153862296878148536e-01
4.102651699470882124e-02,2.182666582322104372e-03,8.664381937916813825e-02,-9.580673579316584254e-02,-1.014776658133137346e+02,-3.354560273809932547e-03,-7.069666837830491934e-02,8.674632561288991184e+00,4.778056312443841307e+02,1.182708854300102280e-01
4.202716375067733212e-02,2.263503699273258698e-03,8.649722123821416975e-02,-1.971250469021871843e-01,-1.010279846666228423e+02,-3.393447985644332601e-03,-6.177756857133102908e-02,9.151682712962555755e+00,4.756780008727887434e+02,1.211555411722056025e-01
4.302781050664583606e-02,2.344342112942365657e-03,8.624946438943009719e-02,-2.979933860305504778e-01,-1.005783035199319784e+02,-3.424112196658395287e-03,-5.238217526933919288e-02,9.626603858206875586e+00,4.735503705011932993e+02,1.240401969144009492e-01
4.402845726261434695e-02,2.425090214972038839e-03,8.590099909581863646e-02,-3.984117531782589983e-01,-1.001286223732410861e+02,-3.446121801583684752e-03,-4.251261885570610521e-02,1.009939599702196311e+01,4.714227401295979121e+02,1.269248526565963375e-01
4.502910401858285089e-02,2.505656397004889235e-03,8.545227562038257285e-02,-4.983801483453094705e-01,-9.967894122655020794e+01,-3.459045695151772952e-03,-3.217102971380875198e-02,1.057005912940780945e+01,4.692951097580024680e+02,1.298095083987916842e-01
4.602975077455136177e-02,2.585949050683532605e-03,8.490374422612455285e-02,-5.978985715317042260e-01,-9.922926007985932984e+01,-3.462452772094227506e-03,-2.135953822702393173e-02,1.103859325536442171e+01,4.671674793864070807e+02,1.326941641409870587e-01
4.703039753051986571e-02,2.665876567650578635e-03,8.425585517604733399e-02,-6.969670227374427096e-01,-9.877957893316845173e+01,-3.455911927142616032e-03,-1.008027477872854710e-02,1.150499837489179455e+01,4.650398490148116935e+02,1.355788198831824054e-01
