time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque,shoulder_meas_pos,shoulder_meas_vel,elbow_meas_pos,elbow_meas_vel,elbow_meas_torque
1.000983908883854370e-02,-6.366273873628057745e-01,-3.811107565349087789e-01,2.523184344728322870e+01,-2.202293995654866221e-01,-1.857364079523512901e+00,1.624583768454347599e+00,1.461914314130166659e+01,-4.074769209601080320e+02,-5.246304723483599664e-02,-6.366426665214761638e-01,-3.816330618139424646e-01,-1.857212508619198621e+00,1.636267192952435723e+00,-2.688845318665314746e-02
1.101082299772239946e-02,-6.369937591006585853e-01,-3.558543953559485384e-01,2.523103026912799862e+01,-6.149236210464102959e-01,-1.855751248007364795e+00,1.639008636248522333e+00,1.419771960572513692e+01,-4.039324768800466927e+02,-5.770935195832316983e-02,-6.370119450920189719e-01,-3.564610876981803012e-01,-1.855566472074321682e+00,1.652548311634405076e+00,-3.211078725699373360e-02
1.201180690660625348e-02,-6.373347120751620132e-01,-3.305990459067270071e-01,2.522982196091897222e+01,-1.009599291735680415e+00,-1.854125337886126434e+00,1.653013355387234373e+00,1.377958568972020714e+01,-4.003744533429751300e+02,-6.295565668181034302e-02,-6.373559953930003630e-01,-3.312892164352100322e-01,-1.853904344383375369e+00,1.668401069671203496e+00,-3.752614605665499647e-02
1.301279081549010751e-02,-6.376502628226796698e-01,-3.053451037029723536e-01,2.522821852265525777e+01,-1.404256403957889532e+00,-1.852486640393458339e+00,1.666601220936221095e+00,1.336474121880179489e+01,-3.968017669075816798e+02,-6.820196140529749540e-02,-6.376753734711181343e-01,-3.061168794267948856e-01,-1.852226458013116250e+00,1.683813514592120919e+00,-4.328135275458973308e-02
1.401377472437396327e-02,-6.379404278795757222e-01,-2.800929642604123027e-01,2.522621995433591735e+01,-1.798894949800074361e+00,-1.850835446763019698e+00,1.679775527961218762e+00,1.295318599968351059e+01,-3.932132162185152424e+02,-7.344826612878466165e-02,-6.379691397787424778e-01,-2.809435057957476167e-01,-1.850533624664209231e+00,1.698762637018192301e+00,-4.923776562883807467e-02
1.501475863325781729e-02,-6.382052237822137819e-01,-2.548430230947746344e-01,2.522382625595921368e+01,-2.193514922708601045e+00,-1.849172048228468812e+00,1.692539571527965636e+00,1.254491981767543685e+01,-3.896074655677558098e+02,-7.869457085227184179e-02,-6.382375366769803549e-01,-2.557688676523076077e-01,-1.848825758123251894e+00,1.713235030880236653e+00,-5.533062991032673683e-02
1.601574254214167131e-02,-6.384446670669579049e-01,-2.295956757217876842e-01,2.522103742752336331e+01,-2.588116308335644433e+00,-1.847496736023466424e+00,1.704896646702197982e+00,1.213994243363988801e+01,-3.859830255392110416e+02,-8.394087557575899416e-02,-6.384810037581368780e-01,-2.305926290191677996e-01,-1.847103581949021134e+00,1.727224925044894333e+00,-6.169179553238442887e-02
1.701672645102552534e-02,-6.386587742701717030e-01,-2.043513176571791490e-01,2.521785346902660763e+01,-2.982699094372219140e+00,-1.845809801381671278e+00,1.716850048549652730e+00,1.173825358041393230e+01,-3.823382302817758500e+02,-8.918718029924616042e-02,-6.386989955970607813e-01,-2.054149078119156535e-01,-1.845368063536156011e+00,1.740732677438345366e+00,-6.807461075481924251e-02
1.801771035990937936e-02,-6.388475619282195650e-01,-1.791103444166767811e-01,2.521427438046627856e+01,-3.377263269033397020e+00,-1.844111535536742341e+00,1.728403072136067475e+00,1.133985295858020770e+01,-3.786712105963775343e+02,-9.443348502273332667e-02,-6.388926944534307761e-01,-1.802355708857794891e-01,-1.843618980432521592e+00,1.753746858024587407e+00,-7.463488104603667461e-02
1.901869426879323338e-02,-6.390110465774648807e-01,-1.538731515160089436e-01,2.521030016183989275e+01,-4.563361132845801471e+00,-1.842402229722339912e+00,1.739559012527178927e+00,1.094474023145182606e+01,-4.107774980625906096e+02,-9.967978974622047905e-02,-6.390595920920770778e-01,-1.550549544076205988e-01,-1.841857265441571023e+00,1.766257567451668287e+00,-8.121552614727878261e-02
2.001967817767708741e-02,-6.391492447542718169e-01,-1.286401344709030836e-01,2.520593081314453343e+01,-4.166335706929288563e+00,-1.840682175172123181e+00,1.750321164788724460e+00,1.055291501909149154e+01,-3.712618061510254961e+02,-1.049260944697076453e-01,-6.392035236608383242e-01,-1.298730660089404965e-01,-1.840083100514321446e+00,1.778278817911062459e+00,-8.787932900100454969e-02
2.102066208656094490e-02,-6.392621729950040965e-01,-1.034116887970874393e-01,2.520116633437685039e+01,-4.560843933211909729e+00,-1.838951663119751556e+00,1.760692823986441002e+00,1.016437689113859832e+01,-3.675143456103336348e+02,-1.101723991931948254e-01,-6.393193348324675007e-01,-1.046905612931259000e-01,-1.838297352774856730e+00,1.789793560654127091e+00,-9.454890893626118065e-02
2.202164599544479892e-02,-6.393498478360255532e-01,-7.818821001028984641e-02,2.519600672553352538e+01,-4.955333469974156912e+00,-1.837210984798883562e+00,1.770677285186065486e+00,9.779125358161767423e+00,-3.637344076189578459e+02,-1.154187039166820056e-01,-6.394141280964580343e-01,-7.950750063535512446e-02,-1.836500108167880008e+00,1.800824100111520609e+00,-1.012329923892082706e-01
2.302262990432865294e-02,-6.394122858137001320e-01,-5.297009362623814749e-02,2.519045198661050122e+01,-5.349804293972810321e+00,-1.835460431443179496e+00,1.780277843453335063e+00,9.397159861168354666e+00,-3.599184769419277927e+02,-1.206650086401691579e-01,-6.394779622898890681e-01,-5.432485788824972794e-02,-1.834692342292052913e+00,1.811355378006445971e+00,-1.078983730565725441e-01
2.402361381321250697e-02,-6.394495034643921105e-01,-2.775773516066048011e-02,2.518450211760368163e+01,-5.744256379053187977e+00,-1.833700294286298327e+00,1.789497793853986662e+00,9.018479758795983514e+00,-3.560625131416130102e+02,-1.259113133636562964e-01,-6.395243637748488919e-01,-2.914268715174669899e-02,-1.832874153731366418e+00,1.821419984271673398e+00,-1.145323040914033585e-01
