time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,shoulder_torque,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque,elbow_torque_tvlqr,K1,K2,K3,K4,k0
1.000751378869485730e+00,-1.358243682944599608e-02,-2.287090452767855719e+00,-5.445922243478953817e+00,-3.597241969008401838e+02,0.000000000000000000e+00,2.252773573342850832e-01,-5.935998376169633772e+00,4.685876388642083867e+01,1.721374559944265229e+03,6.637156156330064061e-01,6.474407417760539296e-01,-3.134841008112260741e-01,-6.920772528275689894e-02,4.982710401480952567e-02,4.252904973339632910e-01,1.723305657103160055e-02
1.001752130248355188e+00,-1.590935356649860952e-02,-2.292712613177359859e+00,-5.781975896090338907e+00,-3.628240442860936810e+02,0.000000000000000000e+00,2.194726905485432089e-01,-5.888264635457984397e+00,4.851484279394914267e+01,1.732862386075340510e+03,6.672922559116192254e-01,6.508648309323967762e-01,-3.127374229808936867e-01,-6.850705650479023412e-02,4.960833725726750132e-02,4.251074140505231025e-01,1.671284272683472294e-02
1.002752881627224646e+00,-1.824194003298262520e-02,-2.298672968325765620e+00,-6.122139954531754746e+00,-3.660243218401252534e+02,0.000000000000000000e+00,2.137162264995912664e-01,-5.838867291316549135e+00,5.018399986548335079e+01,1.744443345266962751e+03,6.708688961902375958e-01,6.543725508358431142e-01,-3.119861229260694202e-01,-6.760276261839763545e-02,4.939841304470056482e-02,4.249303429237959451e-01,1.614051100014271892e-02
1.003753633006094104e+00,-2.058040858512896407e-02,-2.304975649293234508e+00,-6.466416883955634631e+00,-3.693111286280389436e+02,0.000000000000000000e+00,2.080092300689831974e-01,-5.787793239759198904e+00,5.186623644987722059e+01,1.756109645000989303e+03,6.744455364688559662e-01,6.578953639693583266e-01,-3.112274397659013925e-01,-6.650392860433466946e-02,4.919762871310189023e-02,4.247581510174129327e-01,1.552221095284470054e-02
1.004754384384963561e+00,-2.292497157917216394e-02,-2.311624787159938244e+00,-6.814808709777241624e+00,-3.726730125945283021e+02,0.000000000000000000e+00,2.023529661382632017e-01,-5.735029376799730017e+00,5.356155374883275755e+01,1.767854335735366249e+03,6.780221767474742256e-01,6.614945400873777359e-01,-3.104586126195375551e-01,-6.521963944335694430e-02,4.900628159846464466e-02,4.245897053950052902e-01,1.486409214682979200e-02
1.005755135763833241e+00,-2.527584137134726919e-02,-2.318624513006050769e+00,-7.167317111498079818e+00,-3.761004540778830005e+02,0.000000000000000000e+00,1.967486995889748125e-01,-5.680562598451937006e+00,5.526995283629676692e+01,1.779671200840221218e+03,6.815988170260933732e-01,6.651170514693962588e-01,-3.096797676076477046e-01,-6.375527243969576763e-02,4.882464512816899610e-02,4.244251148312648270e-01,1.417127191163999357e-02
1.006755887142702699e+00,-2.763323031788774559e-02,-2.325978957911739808e+00,-7.523943493517884384e+00,-3.795854748160474514e+02,0.000000000000000000e+00,1.911976953026648662e-01,-5.624379800729638390e+00,5.699143467506348770e+01,1.791554662971626158e+03,6.851754573047116326e-01,6.688025975134138656e-01,-3.088989370920173227e-01,-6.210595896852627584e-02,4.865293185586857388e-02,4.242677189187951114e-01,1.344677476597005289e-02
1.007756638521572157e+00,-2.999735077503228736e-02,-2.333692252957190405e+00,-7.884689039203324867e+00,-3.831213377298532805e+02,0.000000000000000000e+00,1.857012181608682644e-01,-5.566467879646530115e+00,5.872600013056905510e+01,1.803499701103131883e+03,6.887520975833352210e-01,6.725243481272517032e-01,-3.081145007069758246e-01,-6.028019966818791431e-02,4.849139093595826455e-02,4.241167450541397099e-01,1.269865332482079251e-02
1.008757389900441614e+00,-3.236841509900446889e-02,-2.341768529222538309e+00,-8.249554752748901265e+00,-3.867023154215107184e+02,0.000000000000000000e+00,1.802605330451548804e-01,-5.506813731216689156e+00,6.047364998323830321e+01,1.815501789244791098e+03,6.923287378619482624e-01,6.762915648935344803e-01,-3.073238297654191653e-01,-5.828793643869854824e-02,4.834027329636308296e-02,4.239710122495055078e-01,1.193545485063054502e-02
1.009758141279311072e+00,-3.474663564604975330e-02,-2.350211917787991212e+00,-8.618541491831459567e+00,-3.903235069294910318e+02,0.000000000000000000e+00,1.748769048370439894e-01,-5.445404251453636491e+00,6.223438493857866405e+01,1.827556829080848047e+03,6.959053781405665218e-01,6.801048249349285202e-01,-3.065242955802433000e-01,-5.613911118007605672e-02,4.819982986500805783e-02,4.238293395170995015e-01,1.116572660583763608e-02
